Algoritmo;Precision;F1_Score;Latencia_Media;Verdaderos_Positivos_TP;Falsos_Positivos_FP;Falsos_Negativos_FN
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Z-Score_Termico;28.00%;0.3471;0.0 seg;21;54;25
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;46
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3548;0.0 seg;11;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
Z-Score_Termico;28.00%;0.3443;0.0 seg;21;54;26
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;47
Z-Score_Termico;28.00%;0.3415;0.0 seg;21;54;27
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;48
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
Z-Score_Termico;28.00%;0.3415;0.0 seg;21;54;27
EWMA_Termico;0.00%;0.0000;0.0 seg;0;20;48
Logica_Difusa_Fugas;100.00%;0.3750;0.0 seg;12;0;40
